Prompt_ID,Input_Token_Length,Context_Size,Token_Index_k,Per_Token_Latency_ms
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,24,10,302.7774720000025
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,25,11,294.77921899990633
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,26,12,299.7588050000104
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,27,13,311.41827999999805
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,28,14,300.23677700000917
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,29,15,306.29768799997237
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,30,16,312.3311049999984
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,31,17,324.085728
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,32,18,320.29880800007504
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,33,19,314.3489589999717
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,34,20,320.6391100000019
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,35,21,317.1197330000268
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,36,22,316.2042349999865
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,37,23,327.576635000014
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,38,24,324.4800290000285
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,39,25,326.41468299993903
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,40,26,331.98636300005546
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,41,27,357.93759899991073
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,42,28,329.9207700000579
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,43,29,341.93365099997663
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,44,30,338.92280500003835
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,45,31,335.21108699994784
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,46,32,342.5883759999806
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,47,33,342.60128100004295
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,48,34,341.4481730000034
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,49,35,373.8160399999515
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,50,36,402.84717100007583
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,51,37,406.3188129999844
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,52,38,387.97847699993326
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,53,39,426.10047100004067
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,54,40,423.85758600005374
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,55,41,358.5850129999244
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,56,42,350.89158300002055
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,57,43,352.0823860000064
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,58,44,364.38001399994846
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,59,45,364.1974580000351
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,60,46,361.5549460000693
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,61,47,362.0558479999545
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,62,48,356.5326279999681
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,63,49,364.26792800000385
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,64,50,361.01914300002136
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,65,51,369.8002879999649
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,66,52,385.7608650000657
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,67,53,377.9925609999282
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,68,54,372.65051700001095
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,69,55,380.2217659999769
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,70,56,371.87085400000797
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,71,57,378.5486530000526
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,72,58,389.2162180000014
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,73,59,380.89418699996713
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,74,60,384.2956470000445
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,75,61,386.3100940000095
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,76,62,384.99813199996424
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,77,63,389.9001260000432
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,78,64,389.068153999915
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,79,65,403.95923900007347
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,80,66,422.2361729999875
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,81,67,437.4495309999702
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,82,68,442.3049729999775
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,83,69,438.5945400000537
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,84,70,451.36764599999424
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,85,71,488.37859499997194
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,86,72,429.12777499998356
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,87,73,409.9445530000594
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,88,74,408.17107199995917
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,89,75,408.69971899996926
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,90,76,399.63936100002684
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,91,77,402.3255890000428
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,92,78,412.0871339999894
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,93,79,396.96728699993855
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,94,80,411.54914500009454
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,95,81,405.25746999992407
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,96,82,404.1716310000538
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,97,83,407.90100499998516
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,98,84,408.64427799999703
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,99,85,414.424801999985
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,100,86,403.144817999987
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,101,87,408.5365670000556
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,102,88,424.48175799995624
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,103,89,410.26275100000476
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,104,90,418.83587699999225
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,105,91,409.26156299997274
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,106,92,411.75585700000283
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,107,93,416.2640530000772
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,108,94,410.298723999972
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,109,95,430.44144700002107
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,110,96,446.34895799993046
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,111,97,475.7077820000859
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,112,98,488.3206799999016
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,113,99,482.2219340001084
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,114,100,484.3356319998975
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,115,101,443.103140000062
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,116,102,469.19143599996005
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,117,103,448.71627400004854
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,118,104,422.1205149999605
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,119,105,435.9322579999798
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,120,106,426.9039299999804
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,121,107,430.3237530000388
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,122,108,424.37974300003134
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,123,109,425.0265109999418
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,124,110,422.0549320000373
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,125,111,427.31823500002974
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,126,112,431.21533900000486
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,127,113,426.11712799998713
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,128,114,440.33629099999416
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,129,115,471.50025799999185
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,130,116,471.62647799996193
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,131,117,464.4334650000701
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,132,118,460.1106310000205
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,133,119,481.0284219998948
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,134,120,463.4046670000771
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,135,121,475.8905879999702
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,136,122,474.03102800001307
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,137,123,497.56656299996393
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,138,124,509.58908000006886
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,139,125,510.7828589999599
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,140,126,532.0745129999978
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,141,127,533.1154379999816
cacb7705-4c97-49f1-b940-90fa8ae112c2,15,142,128,479.89966900001946
